City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,burnie,-41.0667,145.9167,15.81,69,38,5.6,AU,2023-08-23
290,salinopolis,-0.6136,-47.3561,26.16,76,25,5.71,BR,2023-08-23
291,baoding,38.8511,115.4903,27.77,64,72,2.15,CN,2023-08-23
292,livadiya,42.8692,132.6764,24.31,91,86,1.58,RU,2023-08-23
293,gwadar,25.1216,62.3254,28.09,79,79,4.76,PK,2023-08-23
294,naron,43.5167,-8.1528,22.23,66,63,1.28,ES,2023-08-23
295,davidson,36.1501,-86.7833,28.35,86,20,3.09,US,2023-08-23
296,nara,34.6851,135.8049,33.05,38,37,5.81,JP,2023-08-23
297,sabha,27.0377,14.4283,27.33,40,6,4.45,LY,2023-08-23
298,talara,-4.5772,-81.2719,20.82,87,98,4.97,PE,2023-08-23
299,jerez,14.1,-89.75,19.63,97,98,1.07,GT,2023-08-23
300,plettenberg bay,-34.0527,23.3716,11.53,82,100,7.06,ZA,2023-08-23
301,chokurdakh,70.6333,147.9167,9.11,51,91,1.52,RU,2023-08-23
302,agadez,19.75,10.25,29.82,16,67,4.65,NE,2023-08-23
303,coria,39.9879,-6.5377,26.92,31,0,3.18,ES,2023-08-23
304,maningrida,-12.0667,134.2667,29.55,46,33,5.61,AU,2023-08-23
305,turayf,31.6725,38.6637,33.54,18,7,1.35,SA,2023-08-23
306,mahajanga,-15.7167,46.3167,23.33,57,0,6.54,MG,2023-08-23
307,charlestown,-32.95,151.6667,18.23,65,1,2.24,AU,2023-08-23
308,smirnykh,49.75,142.8333,22.98,91,100,0.45,RU,2023-08-23
309,saint albans,51.75,-0.3333,15.78,93,43,3.09,GB,2023-08-23
310,baloda bazar,21.6667,82.1667,30.02,69,99,3.76,IN,2023-08-23
311,paris,48.8534,2.3488,19.52,82,0,3.09,FR,2023-08-23
312,port lincoln,-34.7333,135.8667,15.33,57,85,5.03,AU,2023-08-23
313,khani,41.9563,42.9566,18.76,68,1,0.97,GE,2023-08-23
314,gladstone,-23.85,151.25,25.99,50,0,5.66,AU,2023-08-23
315,comodoro rivadavia,-45.8667,-67.5,6.92,49,0,11.83,AR,2023-08-23
316,alice springs,-23.7,133.8833,23.75,17,0,4.63,AU,2023-08-23
317,guadalajara,20.6667,-103.3333,18.87,82,75,1.54,MX,2023-08-23
318,biryusinsk,55.9634,97.8235,22.72,48,5,2.01,RU,2023-08-23
319,berlevag,70.8578,29.0864,10.0,81,75,2.57,NO,2023-08-23
320,maniitsoq,65.4167,-52.9,7.09,91,100,12.61,GL,2023-08-23
321,am timan,11.0297,20.2827,20.61,95,100,1.28,TD,2023-08-23
322,honiara,-9.4333,159.95,26.63,86,65,3.97,SB,2023-08-23
323,sambava,-14.2667,50.1667,23.5,72,7,4.73,MG,2023-08-23
324,goderich,43.7501,-81.7165,17.73,82,23,0.51,CA,2023-08-23
325,puri,19.8,85.85,31.29,71,100,1.79,IN,2023-08-23
326,le vauclin,14.5452,-60.8388,25.03,94,0,2.06,MQ,2023-08-23
327,dharchula,29.85,80.5333,24.32,98,100,1.75,IN,2023-08-23
328,clyde river,70.4692,-68.5914,5.13,100,100,2.57,CA,2023-08-23
329,easton,40.6884,-75.2207,17.69,83,0,1.54,US,2023-08-23
330,marystown,47.1666,-55.1483,14.92,100,100,2.0,CA,2023-08-23
331,lukovetskiy,64.2956,41.9211,9.35,84,87,2.0,RU,2023-08-23
332,pisco,-13.7,-76.2167,19.03,77,100,4.12,PE,2023-08-23
333,la rioja,42.25,-2.5,16.88,39,8,2.86,ES,2023-08-23
334,harper,4.375,-7.7169,24.51,88,99,4.03,LR,2023-08-23
335,tura,25.5198,90.2201,22.65,98,100,2.91,IN,2023-08-23
336,yerbogachen,61.2767,108.0108,19.17,66,87,0.82,RU,2023-08-23
337,yelizovo,53.1873,158.3805,22.08,68,75,5.0,RU,2023-08-23
338,perpignan,42.75,2.75,26.66,78,0,1.03,FR,2023-08-23
339,termiz,37.2242,67.2783,32.05,25,0,5.14,UZ,2023-08-23
340,liverpool,53.4106,-2.9779,16.01,89,40,2.06,GB,2023-08-23
341,minab,27.1467,57.0801,36.41,42,13,1.64,IR,2023-08-23
342,kutum,14.2,24.6667,23.75,70,96,6.07,SD,2023-08-23
343,olafsvik,64.8945,-23.7142,10.48,78,100,3.11,IS,2023-08-23
344,abu zabad,12.35,29.25,25.4,70,12,2.43,SD,2023-08-23
345,san blas,21.5167,-105.2667,27.18,88,96,1.42,MX,2023-08-23
346,kabo,7.6994,18.629,21.69,98,100,1.03,CF,2023-08-23
347,ancud,-41.8697,-73.8203,5.54,83,81,4.25,CL,2023-08-23
348,krasnogorskiy,54.6025,61.231,11.97,92,100,4.44,RU,2023-08-23
349,awjilah,29.1081,21.2869,29.92,30,0,3.28,LY,2023-08-23
350,agirish,61.9247,63.0231,11.27,56,7,2.44,RU,2023-08-23
351,quarai,-30.3875,-56.4514,14.4,96,17,4.37,BR,2023-08-23
352,sete,43.4018,3.6966,23.92,63,60,2.68,FR,2023-08-23
353,ejido,8.5514,-71.2375,18.85,85,100,3.31,VE,2023-08-23
354,akcaabat,41.0212,39.5715,27.93,65,0,1.54,TR,2023-08-23
355,airai,-8.9266,125.4092,23.52,42,66,2.29,TL,2023-08-23
356,banda aceh,5.5577,95.3222,30.56,63,91,4.64,ID,2023-08-23
357,byadgi,14.6833,75.4833,26.97,63,94,4.33,IN,2023-08-23
358,manta,-0.95,-80.7333,25.56,78,99,7.6,EC,2023-08-23
359,songjianghe,42.1859,127.479,23.2,69,100,1.83,CN,2023-08-23
360,blackwater,-23.5833,148.8833,28.16,43,4,1.68,AU,2023-08-23
361,calama,-22.4667,-68.9333,7.27,7,0,9.26,CL,2023-08-23
362,ndjole,-0.1783,10.7649,23.02,88,97,1.17,GA,2023-08-23
363,yeppoon,-23.1333,150.7333,27.88,59,15,4.29,AU,2023-08-23
364,villarrica,-25.75,-56.4333,26.46,44,0,4.21,PY,2023-08-23
365,dali,25.7,100.1833,20.77,83,98,1.73,CN,2023-08-23
366,san jeronimo,-11.9472,-75.2829,9.82,75,83,0.63,PE,2023-08-23
367,miri,4.4148,114.0089,31.16,59,38,2.92,MY,2023-08-23
368,vanavara,60.34,102.2797,21.54,43,14,1.93,RU,2023-08-23
369,mago,53.2514,140.1822,21.31,66,100,2.75,RU,2023-08-23
370,chapais,49.7834,-74.8492,11.88,73,70,2.36,CA,2023-08-23
371,marsh harbour,26.5412,-77.0636,28.47,73,1,5.21,BS,2023-08-23
372,adre,13.4667,22.2,24.13,78,61,2.49,TD,2023-08-23
373,boffa,10.1667,-14.0333,24.17,97,100,0.64,GN,2023-08-23
374,nador,35.174,-2.9287,25.14,100,40,2.06,MA,2023-08-23
375,abu samrah,35.3029,37.1841,26.85,56,0,3.62,SY,2023-08-23
376,kenora,49.8167,-94.4337,18.21,88,100,4.02,CA,2023-08-23
377,setermoen,68.861,18.3486,14.69,94,100,0.82,NO,2023-08-23
378,vestmanna,62.1564,-7.1664,11.51,94,100,1.03,FO,2023-08-23
379,port macquarie,-31.4333,152.9167,20.5,47,1,6.99,AU,2023-08-23
380,biltine,14.5333,20.9167,28.93,54,100,2.7,TD,2023-08-23
381,pitimbu,-7.4706,-34.8086,23.33,81,88,4.15,BR,2023-08-23
382,kiama,-34.6833,150.8667,17.54,72,72,0.45,AU,2023-08-23
383,hami,42.8,93.45,33.2,10,96,3.24,CN,2023-08-23
384,tete,-16.1564,33.5867,18.05,68,0,1.54,MZ,2023-08-23
385,boyuibe,-20.4167,-63.2833,20.33,63,24,2.31,BO,2023-08-23
386,port elizabeth,-33.918,25.5701,13.94,94,40,11.32,ZA,2023-08-23
387,tiruttani,13.177,79.6128,33.53,48,100,3.14,IN,2023-08-23
388,beyneu,45.3167,55.2,30.72,33,21,4.69,KZ,2023-08-23
389,portland,45.5234,-122.6762,19.78,61,40,3.09,US,2023-08-23
390,spirit river,55.7833,-118.8361,14.24,85,95,1.4,CA,2023-08-23
391,shahreza,32.0339,51.8794,27.98,15,8,0.53,IR,2023-08-23
392,laguna,38.421,-121.4238,27.1,61,0,2.57,US,2023-08-23
393,seddon,-37.8068,144.8916,17.83,56,75,5.14,AU,2023-08-23
394,turukhansk,65.8167,87.9833,15.58,77,96,5.6,RU,2023-08-23
395,nouakchott,18.0858,-15.9785,26.96,75,80,4.36,MR,2023-08-23
396,labuan,5.2767,115.2417,28.51,70,63,2.32,MY,2023-08-23
397,lixourion,38.2019,20.4314,24.0,57,0,0.0,GR,2023-08-23
398,urusha,54.05,122.9,22.52,33,81,4.81,RU,2023-08-23
399,wanlaweyn,2.6185,44.8938,26.21,66,26,6.55,SO,2023-08-23
400,zhigansk,66.7697,123.3711,13.64,42,0,3.16,RU,2023-08-23
401,sunndalsora,62.6754,8.5515,15.08,79,98,1.82,NO,2023-08-23
402,warmbad,-28.45,18.7333,7.23,84,15,1.51,,2023-08-23
403,arlit,18.7369,7.3853,33.79,17,9,2.49,NE,2023-08-23
404,bereda,43.2686,-7.5406,19.21,74,46,0.42,ES,2023-08-23
405,kaduy,59.2,37.15,12.09,71,85,2.03,RU,2023-08-23
406,petropavlovsk-kamchatskiy,53.0452,158.6483,21.33,68,75,5.0,RU,2023-08-23
407,madang,-5.2246,145.7966,29.59,70,96,3.32,PG,2023-08-23
408,shubarshi,48.5872,57.1869,25.92,43,67,6.61,KZ,2023-08-23
409,doka,13.5167,35.7667,24.1,74,88,2.41,SD,2023-08-23
410,ponta delgada,37.7333,-25.6667,21.4,68,40,1.03,PT,2023-08-23
411,shihezi,44.3,86.0333,33.82,16,63,0.86,CN,2023-08-23
412,cherskiy,68.75,161.3,6.49,57,87,5.54,RU,2023-08-23
413,kaoma,-14.7833,24.8,14.99,29,0,2.57,ZM,2023-08-23
414,rosarito,32.3333,-117.0333,21.51,80,23,4.29,MX,2023-08-23
415,sao paulo de olivenca,-3.3783,-68.8725,24.47,64,34,0.74,BR,2023-08-23
416,teguise,29.0605,-13.564,26.12,47,20,5.66,ES,2023-08-23
417,la asuncion,11.0333,-63.8628,27.03,85,92,3.52,VE,2023-08-23
418,phitsanulok,16.9167,100.5,25.82,81,100,1.29,TH,2023-08-23
419,beatrice,40.2681,-96.747,28.05,83,0,3.09,US,2023-08-23
420,apiai,-24.5094,-48.8425,20.61,55,0,1.34,BR,2023-08-23
421,lakatoro,-16.0999,167.4164,24.54,78,91,5.62,VU,2023-08-23
422,emerald,-23.5333,148.1667,27.44,28,0,3.56,AU,2023-08-23
423,paray-le-monial,46.4546,4.1158,20.1,91,0,1.03,FR,2023-08-23
424,noumea,-22.2763,166.4572,23.99,70,96,10.22,NC,2023-08-23
425,kaitangata,-46.2817,169.8464,11.72,73,84,1.27,NZ,2023-08-23
426,kalmar,56.6616,16.3616,14.98,94,0,1.03,SE,2023-08-23
427,vanimo,-2.6741,141.3028,29.65,67,89,4.4,PG,2023-08-23
428,chokwe,-24.5333,32.9833,21.84,57,17,1.89,MZ,2023-08-23
429,hofn,64.2539,-15.2082,11.83,81,100,6.18,IS,2023-08-23
430,half moon bay,37.4636,-122.4286,22.15,83,0,7.2,US,2023-08-23
431,kars,40.602,43.095,15.25,67,0,1.03,TR,2023-08-23
432,lubango,-14.9172,13.4925,15.78,30,0,2.36,AO,2023-08-23
433,kahului,20.8947,-156.47,26.7,70,20,7.2,US,2023-08-23
434,aksarayskiy,46.7924,48.0119,27.36,39,9,4.64,RU,2023-08-23
435,pedasi,7.5333,-80.0333,24.48,88,100,4.98,PA,2023-08-23
436,ouagadougou,12.3642,-1.5383,26.07,94,0,1.54,BF,2023-08-23
437,kyshtovka,56.555,76.6271,19.82,58,68,3.86,RU,2023-08-23
438,san cristobal,7.7669,-72.225,22.1,95,98,1.49,VE,2023-08-23
439,pangai,-19.8,-174.35,22.06,56,40,7.72,TO,2023-08-23
440,faya,18.3851,42.4509,23.29,37,16,0.31,SA,2023-08-23
441,evensk,61.95,159.2333,15.29,60,65,8.2,RU,2023-08-23
442,anadyr,64.75,177.4833,8.28,81,100,9.0,RU,2023-08-23
443,roald,62.5833,6.1333,16.53,94,75,1.54,NO,2023-08-23
444,maxixe,-23.8597,35.3472,21.52,80,0,5.1,MZ,2023-08-23
445,maceio,-9.6658,-35.7353,21.69,100,40,1.03,BR,2023-08-23
446,yuzhno-kurilsk,44.0306,145.8556,24.38,85,38,5.34,RU,2023-08-23
447,motygino,58.1831,94.7592,22.94,51,99,3.13,RU,2023-08-23
448,esso,55.9333,158.7,14.92,87,91,2.11,RU,2023-08-23
449,wiang sa,8.6359,99.3666,36.15,53,72,1.92,TH,2023-08-23
450,mountain home,43.133,-115.6912,20.08,60,75,0.45,US,2023-08-23
451,prince rupert,54.3161,-130.3201,13.83,88,100,2.57,CA,2023-08-23
452,alicia,16.7794,121.6973,32.45,63,88,0.91,PH,2023-08-23
453,horki,54.2861,30.9842,14.86,77,45,4.16,BY,2023-08-23
454,ahipara,-35.1667,173.1667,12.68,69,100,2.55,NZ,2023-08-23
455,kargasok,59.0556,80.8572,17.87,56,100,4.31,RU,2023-08-23
456,iskateley,67.6803,53.1512,10.7,67,86,5.22,RU,2023-08-23
457,pangody,65.85,74.4859,11.3,78,99,4.25,RU,2023-08-23
458,rognan,67.0953,15.3878,13.27,98,100,0.18,NO,2023-08-23
459,hilton head island,32.2163,-80.7526,28.88,89,0,0.0,US,2023-08-23
460,caluquembe,-13.7833,14.6833,13.78,56,2,1.31,AO,2023-08-23
461,shimoda,34.6667,138.95,31.17,75,100,3.78,JP,2023-08-23
462,padang,-0.9492,100.3543,29.03,68,9,2.47,ID,2023-08-23
463,alenquer,-1.9417,-54.7383,24.6,77,33,1.75,BR,2023-08-23
464,pacifica,37.6138,-122.4869,22.13,89,20,7.2,US,2023-08-23
465,asgabat,37.95,58.3833,33.92,21,0,2.06,TM,2023-08-23
466,muros,42.7762,-9.0603,22.13,91,33,1.03,ES,2023-08-23
467,cockburn town,21.4612,-71.1419,28.44,76,86,10.19,TC,2023-08-23
468,waitati,-45.75,170.5667,11.0,65,63,2.58,NZ,2023-08-23
469,morondava,-20.2833,44.2833,23.02,54,12,1.86,MG,2023-08-23
470,vila velha,-20.3297,-40.2925,22.97,88,75,1.03,BR,2023-08-23
471,vao,-22.6667,167.4833,19.54,69,100,7.73,NC,2023-08-23
472,clonakilty,51.6231,-8.8706,14.56,96,100,2.76,IE,2023-08-23
473,mount gambier,-37.8333,140.7667,15.08,60,93,4.95,AU,2023-08-23
474,juegang,32.3174,121.1855,28.88,72,49,6.29,CN,2023-08-23
475,batagay,67.6333,134.6333,13.7,41,54,1.92,RU,2023-08-23
476,nhulunbuy,-12.2333,136.7667,27.34,65,75,6.69,AU,2023-08-23
477,port-cartier,50.0334,-66.8654,12.82,69,100,3.5,CA,2023-08-23
478,livramento,-3.0254,-60.1803,29.37,89,0,1.54,BR,2023-08-23
479,korla,41.7597,86.1469,29.54,22,100,7.87,CN,2023-08-23
480,beloha,-25.1667,45.05,22.46,50,0,3.37,MG,2023-08-23
481,nyzhni sirohozy,46.8484,34.3804,23.59,39,0,2.88,UA,2023-08-23
482,tigzirt,36.8886,4.1198,25.98,57,0,2.12,DZ,2023-08-23
483,catemaco,18.4167,-95.1167,23.08,93,31,1.41,MX,2023-08-23
484,khairagarh,26.95,77.8167,25.56,90,100,3.1,IN,2023-08-23
485,mount isa,-20.7333,139.5,29.87,17,7,4.63,AU,2023-08-23
486,borba,-4.3878,-59.5939,25.27,54,4,1.36,BR,2023-08-23
487,codrington,-38.2667,141.9667,15.38,65,78,4.14,AU,2023-08-23
488,port-gentil,-0.7193,8.7815,23.32,89,98,6.51,GA,2023-08-23
489,jishou,28.3167,109.7167,33.19,44,0,2.35,CN,2023-08-23
490,vanino,49.0869,140.2543,17.55,98,100,1.44,RU,2023-08-23
491,okhotsk,59.3833,143.3,15.97,77,87,6.52,RU,2023-08-23
492,el tarra,8.5756,-73.0949,23.5,96,100,1.41,CO,2023-08-23
493,saint-leu,-21.15,55.2833,22.46,95,8,0.39,RE,2023-08-23
494,aksu,41.1231,80.2644,30.23,24,100,0.88,CN,2023-08-23
495,kununurra,-15.7667,128.7333,32.99,18,8,4.12,AU,2023-08-23
496,sitka,57.0531,-135.33,14.94,77,0,6.17,US,2023-08-23
497,west memphis,35.1465,-90.1845,28.38,94,0,1.34,US,2023-08-23
498,salalah,17.0151,54.0924,25.05,100,100,3.6,OM,2023-08-23
499,nkhotakota,-12.9274,34.2961,22.85,54,0,0.88,MW,2023-08-23
500,richards bay,-28.783,32.0377,16.64,78,0,1.45,ZA,2023-08-23
501,khorixas,-20.3667,14.9667,12.56,41,1,2.25,,2023-08-23
502,meadow lake,34.8014,-106.5436,25.95,34,62,5.51,US,2023-08-23
503,muswellbrook,-32.2667,150.9,20.35,27,0,0.75,AU,2023-08-23
504,dubai,25.2582,55.3047,35.16,66,4,3.6,AE,2023-08-23
505,markova,48.6758,24.4138,17.8,96,98,1.04,UA,2023-08-23
506,kaabong,3.4836,34.1492,20.22,59,55,2.61,UG,2023-08-23
507,machachi,-0.5,-78.5667,9.86,93,72,2.26,EC,2023-08-23
508,hun,29.1268,15.9477,25.89,57,5,1.66,LY,2023-08-23
509,riviere-au-renard,48.9957,-64.3971,8.16,78,10,3.77,CA,2023-08-23
510,grand gaube,-20.0064,57.6608,24.65,72,51,2.68,MU,2023-08-23
511,stanghelle,60.5528,5.7357,16.02,97,100,1.73,NO,2023-08-23
512,mirnyy,62.5353,113.9611,15.69,44,87,0.89,RU,2023-08-23
513,goroka,-6.0834,145.3873,21.52,80,79,1.01,PG,2023-08-23
514,adrar,20.5022,-10.0711,32.09,34,60,3.93,MR,2023-08-23
515,waipawa,-41.4122,175.5153,7.66,73,20,2.13,NZ,2023-08-23
516,usinsk,65.9939,57.5281,11.37,80,72,6.85,RU,2023-08-23
517,scottsbluff,41.8666,-103.6672,23.49,66,0,2.57,US,2023-08-23
518,kavaratti,10.5669,72.642,27.57,76,62,3.44,IN,2023-08-23
519,nioro,13.35,-15.75,22.28,96,100,2.98,GM,2023-08-23
520,shakiso,5.75,38.9167,16.56,87,100,1.0,ET,2023-08-23
521,pingliang,35.5392,106.6861,25.31,40,91,4.53,CN,2023-08-23
522,phan thiet,10.9333,108.1,33.01,54,43,6.96,VN,2023-08-23
523,linqiong,30.4159,103.4609,26.9,65,6,3.69,CN,2023-08-23
524,jinxiang,27.4327,120.6062,29.95,72,51,2.86,CN,2023-08-23
525,ahar,38.4774,47.0699,23.0,56,0,2.48,IR,2023-08-23
526,flinders,-34.5833,150.8552,17.43,71,71,2.68,AU,2023-08-23
527,pudozh,61.8099,36.5345,11.19,63,100,2.04,RU,2023-08-23
528,barra do garcas,-15.89,-52.2567,26.79,37,39,0.3,BR,2023-08-23
529,matagami,49.7502,-77.6328,12.06,82,0,0.0,CA,2023-08-23
530,jipijapa,-1.3333,-80.5833,23.41,87,100,1.44,EC,2023-08-23
531,solnechnyy,50.7214,136.6319,21.74,76,100,2.28,RU,2023-08-23
532,lipari,38.4674,14.954,26.23,72,0,0.99,IT,2023-08-23
533,mocuba,-16.8392,36.9856,21.55,59,0,2.44,MZ,2023-08-23
534,upington,-28.4478,21.2561,6.3,80,1,3.06,ZA,2023-08-23
535,nizhniye sergi,56.6614,59.3033,14.15,54,87,2.66,RU,2023-08-23
536,myingyan,21.4667,95.3833,31.51,59,100,4.37,MM,2023-08-23
537,san jose,37.3394,-121.895,22.6,74,0,10.73,US,2023-08-23
538,gastonia,35.2621,-81.1873,27.83,76,75,4.12,US,2023-08-23
539,westerland,54.9079,8.3033,18.01,88,100,4.12,DE,2023-08-23
540,yerofey pavlovich,53.9667,121.9667,21.69,35,28,4.95,RU,2023-08-23
541,mandal,25.45,74.5667,26.2,77,100,4.37,IN,2023-08-23
542,high rock,26.6208,-78.2833,26.01,74,1,6.08,BS,2023-08-23
543,tadine,-21.55,167.8833,20.32,71,100,5.93,NC,2023-08-23
544,komsomolskiy,40.4272,71.7189,32.4,19,0,3.09,UZ,2023-08-23
545,jeremie,18.65,-74.1167,27.3,79,53,1.87,HT,2023-08-23
546,karratha,-20.7377,116.8463,27.77,35,0,4.29,AU,2023-08-23
547,ossora,59.2353,163.0719,12.56,95,100,0.97,RU,2023-08-23
548,fare,-16.7,-151.0167,24.46,64,0,4.78,PF,2023-08-23
549,banjar,-8.19,114.9675,29.35,59,49,1.28,ID,2023-08-23
550,pochutla,15.7432,-96.4661,23.79,89,48,1.45,MX,2023-08-23
551,newcastle,-32.9272,151.7765,18.23,60,0,6.17,AU,2023-08-23
552,lagunas,-5.2269,-75.6753,23.43,89,82,1.25,PE,2023-08-23
553,camocim,-2.9022,-40.8411,24.8,80,0,6.55,BR,2023-08-23
554,veraval,20.9,70.3667,27.9,76,100,6.72,IN,2023-08-23
555,bondoukou,8.0333,-2.8,22.17,98,99,2.34,CI,2023-08-23
556,flin flon,54.7682,-101.865,13.47,92,92,2.16,CA,2023-08-23
557,te anau,-45.4167,167.7167,8.42,96,98,1.24,NZ,2023-08-23
558,severomuysk,56.1481,113.4267,14.38,45,60,1.59,RU,2023-08-23
559,rudbar,30.15,62.6,33.34,17,29,9.04,AF,2023-08-23
560,mafinga,-7.25,35.0667,20.5,64,0,2.63,TZ,2023-08-23
561,mandaguari,-23.5475,-51.6708,19.55,59,0,2.05,BR,2023-08-23
562,igarka,67.4667,86.5833,14.11,79,99,4.38,RU,2023-08-23
563,guadalupe y calvo,26.1,-106.9667,11.47,91,98,2.18,MX,2023-08-23
564,salcininkai,54.3,25.3833,14.91,79,3,3.43,LT,2023-08-23
565,alagoinhas,-12.1356,-38.4192,20.21,99,49,1.46,BR,2023-08-23
566,chyhyryn,49.0838,32.6555,20.13,52,1,3.54,UA,2023-08-23
567,la ronge,55.1001,-105.2842,17.14,77,100,6.17,CA,2023-08-23
568,alyangula,-13.8483,136.4192,27.02,56,42,6.44,AU,2023-08-23
569,agbor,6.2518,6.1934,22.67,99,98,1.58,NG,2023-08-23
570,quang ngai,15.1167,108.8,35.87,44,71,3.61,VN,2023-08-23
571,mayo,38.8876,-76.5119,20.97,87,0,0.89,US,2023-08-23
572,yayva,59.3303,57.2641,9.15,76,74,2.44,RU,2023-08-23
573,panguna,-6.3164,155.4848,26.15,69,97,1.66,PG,2023-08-23
574,beni mazar,28.4962,30.8029,26.67,55,0,5.91,EG,2023-08-23
575,gorin,51.1983,136.6669,22.15,71,100,1.26,RU,2023-08-23
576,shouguang,36.88,118.7375,32.53,31,0,4.81,CN,2023-08-23
577,puerto escondido,15.85,-97.0667,26.66,87,92,2.15,MX,2023-08-23
578,helena,46.5927,-112.0361,21.55,59,75,4.12,US,2023-08-23
579,sengiley,53.9622,48.7944,18.04,55,77,4.75,RU,2023-08-23
